,Contract Name,Last Trade Date,Strike,Last Price,Bid,Ask,Change,% Change,Volume,Open Interest,Implied Volatility,CallPut,Symbol
211,TWO200918C00003000,2020-05-14 10:51AM EDT,3.0,1.6,1.6,1.75,0.0,-,16,332,106.64%,call,TWO
212,TWO200918C00004000,2020-05-15 2:22PM EDT,4.0,1.1,0.95,1.15,0.05,+4.76%,13,823,93.95%,call,TWO
213,TWO200918C00005000,2020-05-15 2:31PM EDT,5.0,0.7,0.7,0.75,-0.01,-1.41%,3,1205,97.46%,call,TWO
214,TWO200918C00006000,2020-05-15 2:32PM EDT,6.0,0.4,0.35,0.4,0.05,+14.29%,16,1316,85.55%,call,TWO
215,TWO200918C00007000,2020-05-15 3:57PM EDT,7.0,0.2,0.15,0.25,0.0,-,29,687,81.05%,call,TWO
216,TWO200918C00008000,2020-05-15 2:30PM EDT,8.0,0.15,0.1,0.2,0.05,+50.00%,10,790,85.94%,call,TWO
217,TWO200918C00009000,2020-05-15 2:30PM EDT,9.0,0.09,0.05,0.1,-0.01,-10.00%,51,585,81.25%,call,TWO
218,TWO200918C00010000,2020-05-15 9:30AM EDT,10.0,0.1,0.05,0.1,0.05,+100.00%,1,1194,89.45%,call,TWO
219,TWO200918C00011000,2020-05-01 1:11PM EDT,11.0,0.1,0.0,0.0,0.0,-,5,369,50.00%,call,TWO
220,TWO200918C00012000,2020-05-06 3:20PM EDT,12.0,0.05,0.0,0.1,0.0,-,5,706,95.31%,call,TWO
221,TWO200918C00013000,2020-05-06 3:03PM EDT,13.0,0.05,0.0,0.1,0.0,-,3,509,100.78%,call,TWO
222,TWO200918C00014000,2020-05-13 12:51PM EDT,14.0,0.03,0.0,0.1,0.0,-,3,1321,105.86%,call,TWO
223,TWO200918C00015000,2020-05-06 11:15AM EDT,15.0,0.05,0.0,0.05,0.0,-,1,3205,99.22%,call,TWO
224,TWO200918C00016000,2020-04-20 9:42AM EDT,16.0,0.05,0.0,0.1,0.0,-,1,673,114.84%,call,TWO
225,TWO200918C00017000,2020-03-12 10:35AM EDT,17.0,0.1,0.05,0.15,0.0,-,1,13,133.59%,call,TWO
226,TWO200918C00018000,2020-04-21 12:38PM EDT,18.0,0.05,0.0,0.1,0.0,-,1,10,121.88%,call,TWO
227,TWO200918C00019000,2020-04-09 12:29PM EDT,19.0,0.04,0.0,0.0,0.0,-,1,0,50.00%,call,TWO
228,TWO200918C00021000,2020-03-24 3:53PM EDT,21.0,0.01,0.0,0.1,0.0,-,25,25,132.03%,call,TWO
229,TWO200918P00001000,2020-05-14 9:33AM EDT,1.0,0.15,0.0,0.15,0.0,-,1,514,179.69%,put,TWO
230,TWO200918P00002000,2020-05-13 3:53PM EDT,2.0,0.2,0.1,0.25,0.0,-,1,548,129.69%,put,TWO
231,TWO200918P00003000,2020-05-15 2:46PM EDT,3.0,0.38,0.3,0.45,0.03,+8.57%,14,1627,105.27%,put,TWO
232,TWO200918P00004000,2020-05-15 2:19PM EDT,4.0,0.7,0.7,0.85,-0.21,-23.08%,6,459,95.51%,put,TWO
233,TWO200918P00005000,2020-05-15 1:08PM EDT,5.0,1.4,1.2,1.45,0.08,+6.06%,6,141,86.52%,put,TWO
234,TWO200918P00006000,2020-05-13 12:57PM EDT,6.0,2.25,1.95,2.4,0.0,-,1,37,95.12%,put,TWO
235,TWO200918P00007000,2020-05-15 1:25PM EDT,7.0,2.88,2.8,3.0,-0.71,-19.78%,1,53,79.69%,put,TWO
236,TWO200918P00008000,2020-05-04 2:57PM EDT,8.0,3.94,3.7,4.1,0.0,-,42,72,92.19%,put,TWO
237,TWO200918P00009000,2020-03-20 5:39PM EDT,9.0,2.0,0.0,0.0,0.0,-,-,0,0.00%,put,TWO
238,TWO200918P00010000,2020-05-15 1:08PM EDT,10.0,5.78,5.6,6.1,0.78,+15.60%,6,21,103.13%,put,TWO
239,TWO200918P00011000,2020-03-18 12:36PM EDT,11.0,6.2,7.0,7.5,0.0,-,-,3,165.23%,put,TWO
240,TWO200918P00012000,2020-04-16 10:22AM EDT,12.0,8.2,7.6,8.3,0.0,-,2,3,134.57%,put,TWO
241,TWO200918P00013000,2020-05-15 10:33AM EDT,13.0,8.8,8.6,8.9,0.3,+3.53%,9,82,97.66%,put,TWO
242,TWO200918P00014000,2020-05-15 10:34AM EDT,14.0,9.5,9.6,10.0,0.1,+1.06%,14,306,117.97%,put,TWO
243,TWO200918P00015000,2020-03-25 1:12PM EDT,15.0,10.7,10.8,11.6,0.0,-,50,0,185.94%,put,TWO
244,TWO200918P00016000,2020-03-24 2:11PM EDT,16.0,12.67,11.5,12.3,0.0,-,1,29,148.44%,put,TWO
245,TWO200918P00020000,2020-03-27 4:58AM EDT,20.0,6.3,15.1,16.3,0.0,-,-,10,220.31%,put,TWO
246,TWO200918P00022000,2020-03-27 4:58AM EDT,22.0,8.3,17.3,20.1,0.0,-,-,1,270.90%,put,TWO
247,TWO201218C00001000,2020-05-13 10:05AM EDT,1.0,3.18,2.8,3.8,0.0,-,1,32,90.63%,call,TWO
248,TWO201218C00002000,2020-05-15 1:32PM EDT,2.0,2.55,2.35,3.3,0.35,+15.91%,2,56,160.55%,call,TWO
249,TWO201218C00003000,2020-05-15 2:05PM EDT,3.0,1.8,1.85,2.5,0.1,+5.88%,10,64,135.94%,call,TWO
250,TWO201218C00004000,2020-05-15 12:59PM EDT,4.0,1.55,1.2,2.0,0.45,+40.91%,10,109,117.97%,call,TWO
251,TWO201218C00005000,2020-05-14 1:36PM EDT,5.0,1.0,0.85,0.95,0.0,-,11,160,87.50%,call,TWO
252,TWO201218C00006000,2020-05-15 3:45PM EDT,6.0,0.6,0.55,0.65,0.0,-,56,399,83.01%,call,TWO
253,TWO201218C00007000,2020-05-15 2:33PM EDT,7.0,0.4,0.35,0.45,0.0,-,5,315,80.27%,call,TWO
254,TWO201218C00008000,2020-05-15 3:35PM EDT,8.0,0.25,0.2,0.35,0.0,-,15,1079,79.10%,call,TWO
255,TWO201218P00001000,2020-04-27 11:27AM EDT,1.0,0.11,0.00,0.25,0.0,-,145,0,157.81%,put,TWO
256,TWO201218P00002000,2020-05-14 11:28AM EDT,2.0,0.26,0.15,0.40,0.0,-,2,244,117.19%,put,TWO
257,TWO201218P00003000,2020-05-15 3:51PM EDT,3.0,0.5,0.45,0.55,-0.15,-23.08%,4,1312,93.95%,put,TWO
258,TWO201218P00004000,2020-05-15 11:40AM EDT,4.0,0.95,0.90,1.00,-0.05,-5.00%,10,90,87.30%,put,TWO
259,TWO201218P00005000,2020-05-05 3:20PM EDT,5.0,1.65,1.40,1.85,0.0,-,6,35,88.67%,put,TWO
260,TWO201218P00007000,2020-05-12 11:05AM EDT,7.0,3.0,-,-,0.0,-,-,-,0.00%,put,TWO
261,NYMT200619C00002500,2020-05-15 3:48PM EDT,2.5,0.1,0.05,0.1,0.0,-,441,1379,139.06%,call,NYMT
262,NYMT200619C00005000,2020-05-15 9:30AM EDT,5.0,0.05,0.0,0.05,0.0,-,1,487,203.13%,call,NYMT
263,NYMT200619C00007500,2020-04-22 9:30AM EDT,7.5,0.05,0.0,0.1,0.0,-,1,66,287.50%,call,NYMT
264,NYMT200619P00002500,2020-05-15 2:55PM EDT,2.5,0.9,0.75,0.95,0.05,+5.88%,5,147,81.25%,put,NYMT
265,NYMT200619P00005000,2020-05-14 9:48AM EDT,5.0,3.5,2.75,3.6,0.0,-,2,18,371.88%,put,NYMT
266,NYMT200717C00002500,2020-05-15 3:06PM EDT,2.5,0.11,0.1,0.15,-0.04,-26.67%,150,3427,125.00%,call,NYMT
267,NYMT200717C00005000,2020-05-15 12:25PM EDT,5.0,0.05,0.0,0.05,0.02,+66.67%,1,3497,150.00%,call,NYMT
268,NYMT200717C00007500,2020-04-29 11:31AM EDT,7.5,0.05,0.0,0.05,0.0,-,5,554,187.50%,call,NYMT
269,NYMT200717C00010000,2020-04-29 11:36AM EDT,10.0,0.05,0.0,0.0,0.0,-,1,15,50.00%,call,NYMT
270,NYMT200717C00012500,2020-05-15 10:58AM EDT,12.5,0.03,0.0,0.0,-0.02,-40.00%,1,86,50.00%,call,NYMT
271,NYMT200717P00002500,2020-05-15 12:09PM EDT,2.5,0.95,0.8,1.05,0.01,+1.06%,28,3903,107.03%,put,NYMT
272,NYMT200717P00005000,2020-05-11 11:41AM EDT,5.0,3.1,3.2,3.5,0.0,-,12,692,128.13%,put,NYMT
273,NYMT200717P00007500,2020-05-11 10:46AM EDT,7.5,5.54,5.4,5.9,0.0,-,1,54,220.31%,put,NYMT
274,NYMT200717P00010000,2020-04-03 11:09AM EDT,10.0,8.91,7.8,8.6,0.0,-,1,21,353.13%,put,NYMT
275,NYMT201016C00002500,2020-05-15 2:48PM EDT,2.5,0.28,0.25,0.3,-0.03,-9.68%,66,5012,116.80%,call,NYMT
276,NYMT201016C00005000,2020-05-15 1:44PM EDT,5.0,0.07,0.05,0.1,-0.02,-22.22%,25,3482,120.31%,call,NYMT
277,NYMT201016C00007500,2020-05-15 11:42AM EDT,7.5,0.05,0.0,0.1,0.0,-,5,705,135.16%,call,NYMT
278,NYMT201016C00010000,2020-04-24 1:34PM EDT,10.0,0.05,0.0,0.1,0.0,-,5,126,152.34%,call,NYMT
279,NYMT201016C00012500,2020-05-01 1:31PM EDT,12.5,0.03,0.0,0.05,0.0,-,2,134,146.88%,call,NYMT
280,NYMT201016P00002500,2020-05-15 11:21AM EDT,2.5,1.15,1.05,1.15,0.0,-,10,574,113.28%,put,NYMT
281,NYMT201016P00005000,2020-05-13 2:04PM EDT,5.0,3.4,2.75,3.8,0.0,-,8,488,223.44%,put,NYMT
282,NYMT201016P00007500,2020-04-29 11:21AM EDT,7.5,5.25,5.1,0.0,0.0,-,2,22,0.00%,put,NYMT
283,NYMT201016P00010000,2020-04-29 11:21AM EDT,10.0,7.69,7.7,10.7,0.0,-,-,2,370.31%,put,NYMT
284,NYMT201016P00012500,2020-04-21 2:24PM EDT,12.5,10.47,10.0,10.9,0.0,-,-,0,171.09%,put,NYMT
285,OPK200522C00000500,2020-05-15 9:52AM EDT,0.5,2.1,1.35,2.85,0.0,-,3,26,0.00%,call,OPK
286,OPK200522C00001000,2020-05-15 1:51PM EDT,1.0,1.5,1.55,2.30,-0.05,-3.23%,2,156,"1,125.00%",call,OPK
287,OPK200522C00001500,2020-05-15 3:59PM EDT,1.5,1.1,1.05,1.15,0.05,+4.76%,123,145,312.50%,call,OPK
288,OPK200522C00002000,2020-05-15 3:58PM EDT,2.0,0.59,0.60,0.65,-0.06,-9.23%,128,767,118.75%,call,OPK
289,OPK200522C00002500,2020-05-15 3:59PM EDT,2.5,0.25,0.30,0.30,-0.05,-16.67%,3312,9805,179.69%,call,OPK
290,OPK200522C00004000,2020-05-15 3:52PM EDT,4.0,0.03,0.00,0.05,-0.02,-40.00%,89,4291,218.75%,call,OPK
291,OPK200522C00005000,2020-05-14 1:40PM EDT,5.0,0.04,-,-,-0.09,-69.23%,-,-,0.00%,call,OPK
292,OPK200522P00000500,2020-04-20 12:14AM EDT,0.5,0.05,0.0,0.25,0.0,-,-,1,"1,281.25%",put,OPK
293,OPK200522P00001500,2020-05-07 3:49PM EDT,1.5,0.04,0.0,0.55,0.0,-,4,12,700.00%,put,OPK
294,OPK200522P00002000,2020-05-15 1:11PM EDT,2.0,0.05,0.0,0.15,-0.02,-28.57%,61,67,242.19%,put,OPK
295,OPK200522P00002500,2020-05-15 3:28PM EDT,2.5,0.17,0.15,0.2,-0.08,-32.00%,222,568,176.56%,put,OPK
296,OPK200522P00004000,2020-05-15 3:54PM EDT,4.0,1.4,0.9,1.9,-0.03,-2.10%,11,25,206.25%,put,OPK
297,OPK200529C00000500,2020-05-11 2:23PM EDT,0.5,1.9,1.4,2.85,0.0,-,10,11,400.00%,call,OPK
298,OPK200529C00001000,2020-05-15 12:16PM EDT,1.0,1.58,1.5,2.3,0.23,+17.04%,3,12,731.25%,call,OPK
299,OPK200529C00001500,2020-05-15 11:43AM EDT,1.5,1.11,0.75,1.55,-0.09,-7.50%,5,1104,212.50%,call,OPK
300,OPK200529C00002000,2020-05-15 3:34PM EDT,2.0,0.64,0.35,0.85,-0.06,-8.57%,9,328,279.69%,call,OPK
301,OPK200529C00002500,2020-05-15 3:59PM EDT,2.5,0.35,0.3,0.45,-0.02,-5.41%,625,1312,162.50%,call,OPK
302,OPK200529C00004000,2020-05-15 3:37PM EDT,4.0,0.09,0.05,0.1,0.0,-,133,658,196.88%,call,OPK
303,OPK200529P00001500,2020-05-08 9:33AM EDT,1.5,0.05,0.0,0.05,0.0,-,5,233,206.25%,put,OPK
304,OPK200529P00002000,2020-05-15 2:41PM EDT,2.0,0.05,0.0,0.1,-0.05,-50.00%,7,129,142.19%,put,OPK
305,OPK200529P00002500,2020-05-15 1:31PM EDT,2.5,0.3,0.2,0.4,0.03,+11.11%,19,316,185.94%,put,OPK
306,OPK200605C00001000,2020-05-15 1:51PM EDT,1.0,1.5,1.5,1.7,-0.05,-3.23%,1,218,359.38%,call,OPK
307,OPK200605C00001500,2020-05-15 9:32AM EDT,1.5,1.15,0.9,1.2,0.25,+27.78%,3,270,228.13%,call,OPK
308,OPK200605C00002000,2020-05-15 12:17PM EDT,2.0,0.67,0.6,0.7,-0.03,-4.29%,13,112,96.88%,call,OPK
309,OPK200605C00002500,2020-05-15 3:51PM EDT,2.5,0.45,0.35,0.45,0.0,-,145,854,141.41%,call,OPK
310,OPK200605C00003000,2020-05-15 3:36PM EDT,3.0,0.2,0.2,0.25,-0.05,-20.00%,310,979,147.66%,call,OPK
311,OPK200605C00003500,2020-05-15 2:54PM EDT,3.5,0.13,0.1,0.2,-0.07,-35.00%,72,179,164.06%,call,OPK
312,OPK200605C00004000,2020-05-15 9:37AM EDT,4.0,0.1,0.0,0.1,-0.1,-50.00%,3,9,140.63%,call,OPK
313,OPK200605P00001500,2020-05-07 3:51PM EDT,1.5,0.05,0.00,0.10,0.0,-,6,3,196.88%,put,OPK
314,OPK200605P00002000,2020-05-14 12:55PM EDT,2.0,0.1,0.05,0.15,0.0,-,8,4,149.22%,put,OPK
315,OPK200605P00002500,2020-05-14 2:39PM EDT,2.5,0.37,0.25,0.45,0.0,-,205,212,171.88%,put,OPK
316,OPK200605P00004000,2020-05-13 9:32AM EDT,4.0,1.6,-,-,0.0,-,-,-,0.00%,put,OPK
317,OPK200612C00000500,2020-05-07 9:30AM EDT,0.5,1.8,1.35,2.85,0.0,-,-,1,0.00%,call,OPK
318,OPK200612C00001000,2020-05-13 9:47AM EDT,1.0,1.45,1.15,1.70,0.0,-,1,17,309.38%,call,OPK
319,OPK200612C00001500,2020-05-14 2:02PM EDT,1.5,1.05,0.80,1.20,0.0,-,6,91,196.88%,call,OPK
320,OPK200612C00002000,2020-05-15 11:04AM EDT,2.0,0.65,0.65,1.20,-0.1,-13.33%,3,31,228.91%,call,OPK
321,OPK200612C00002500,2020-05-15 2:55PM EDT,2.5,0.4,0.35,0.45,-0.08,-16.67%,45,413,121.88%,call,OPK
322,OPK200612C00003000,2020-05-15 3:22PM EDT,3.0,0.25,0.15,0.30,-0.05,-16.67%,166,302,127.34%,call,OPK
323,OPK200612C00003500,2020-05-15 3:59PM EDT,3.5,0.2,0.15,0.20,0.0,-,110,161,151.56%,call,OPK
324,OPK200612C00004000,2020-05-14 1:10PM EDT,4.0,0.15,0.05,0.55,0.0,-,2,5,232.81%,call,OPK
325,OPK200612C00004500,2020-05-13 9:51AM EDT,4.5,0.05,-,-,0.0,-,-,-,0.00%,call,OPK
326,OPK200612P00001500,2020-05-13 3:53PM EDT,1.5,0.1,-,0.55,0.0,-,-,-,501.56%,put,OPK
327,OPK200612P00002000,2020-05-14 12:44PM EDT,2.0,0.12,0.05,0.40,0.0,-,2,4,191.41%,put,OPK
328,OPK200612P00002500,2020-05-13 9:51AM EDT,2.5,0.35,-,-,0.0,-,-,-,0.00%,put,OPK
329,OPK200619C00001000,2020-05-15 3:51PM EDT,1.0,1.62,1.05,1.7,0.02,+1.25%,3,1774,275.00%,call,OPK
330,OPK200619C00002000,2020-05-15 3:55PM EDT,2.0,0.75,0.7,0.8,0.04,+5.63%,977,25119,128.91%,call,OPK
331,OPK200619C00003000,2020-05-15 3:58PM EDT,3.0,0.3,0.3,0.35,0.0,-,2579,13900,145.31%,call,OPK
332,OPK200619C00004000,2020-05-15 3:59PM EDT,4.0,0.15,0.1,0.15,0.0,-,623,6340,143.75%,call,OPK
333,OPK200619C00005000,2020-05-15 10:57AM EDT,5.0,0.15,0.0,0.15,0.1,+200.00%,6,211,160.16%,call,OPK
334,OPK200619C00006000,2020-05-14 12:17PM EDT,6.0,0.1,0.0,0.1,0.0,-,10,53,171.88%,call,OPK
335,OPK200619P00001000,2020-05-14 3:39PM EDT,1.0,0.05,0.0,0.1,0.0,-,1,2743,240.63%,put,OPK
336,OPK200619P00002000,2020-05-15 2:54PM EDT,2.0,0.15,0.1,0.2,-0.05,-25.00%,149,5403,137.50%,put,OPK
337,OPK200619P00003000,2020-05-15 3:53PM EDT,3.0,0.71,0.65,0.75,-0.08,-10.13%,72,121,143.75%,put,OPK
338,OPK200619P00004000,2020-05-14 1:28PM EDT,4.0,1.42,1.2,2.3,0.0,-,2,10,230.47%,put,OPK
339,OPK200626C00000500,2020-05-14 12:56PM EDT,0.5,2.2,1.30,2.80,0.1,+4.76%,2,0,0.00%,call,OPK
340,OPK200626C00001000,2020-05-14 1:52PM EDT,1.0,1.75,1.00,1.95,0.0,-,2,10,448.44%,call,OPK
341,OPK200626C00001500,2020-05-15 1:14PM EDT,1.5,1.05,0.90,1.20,-0.2,-16.00%,1,160,159.38%,call,OPK
342,OPK200626C00002000,2020-05-14 1:30PM EDT,2.0,0.9,0.75,0.90,0.0,-,18,61,147.66%,call,OPK
343,OPK200626C00002500,2020-05-15 1:36PM EDT,2.5,0.5,0.25,0.80,-0.15,-23.08%,11,115,136.33%,call,OPK
344,OPK200626C00003000,2020-05-13 2:50PM EDT,3.0,0.25,-,-,0.0,-,-,-,0.00%,call,OPK
345,OPK200626C00003500,2020-05-11 2:52PM EDT,3.5,0.2,-,-,0.0,-,-,-,0.00%,call,OPK
346,OPK200626C00004000,2020-05-12 1:30PM EDT,4.0,0.15,-,-,0.0,-,-,-,0.00%,call,OPK
347,OPK200626C00004500,2020-05-12 2:17PM EDT,4.5,0.06,-,-,0.0,-,-,-,0.00%,call,OPK
348,OPK200626P00002000,2020-05-13 12:10PM EDT,2.0,0.25,-,-,0.0,-,-,-,0.00%,put,OPK
349,OPK200626P00002500,2020-05-13 12:14PM EDT,2.5,0.55,0.20,0.95,0.0,-,1,2,188.28%,put,OPK
350,OPK200918C00001000,2020-05-15 1:45PM EDT,1.0,1.6,1.3,1.75,-0.1,-5.88%,13,1401,168.75%,call,OPK
351,OPK200918C00002000,2020-05-15 3:03PM EDT,2.0,0.95,0.95,1.0,0.0,-,110,4850,117.19%,call,OPK
352,OPK200918C00003000,2020-05-15 3:55PM EDT,3.0,0.59,0.55,0.6,0.04,+7.27%,328,6425,116.80%,call,OPK
353,OPK200918C00004000,2020-05-15 2:02PM EDT,4.0,0.31,0.35,0.4,-0.09,-22.50%,95,3258,121.09%,call,OPK
354,OPK200918C00005000,2020-05-15 3:15PM EDT,5.0,0.23,0.2,0.25,-0.01,-4.17%,96,374,117.58%,call,OPK
355,OPK200918C00006000,2020-05-15 2:45PM EDT,6.0,0.2,0.15,0.25,-0.05,-20.00%,121,243,129.69%,call,OPK
356,OPK200918P00001000,2020-05-14 1:58PM EDT,1.0,0.06,0.0,0.1,0.0,-,10,341,125.00%,put,OPK
357,OPK200918P00002000,2020-05-15 9:30AM EDT,2.0,0.32,0.35,0.45,-0.08,-20.00%,20,1237,126.95%,put,OPK
358,OPK200918P00003000,2020-05-14 1:28PM EDT,3.0,1.0,0.9,1.15,0.0,-,68,60,128.32%,put,OPK
359,OPK201218C00001000,2020-05-11 10:32AM EDT,1.0,1.7,1.15,1.8,0.0,-,1,15,146.09%,call,OPK
360,OPK201218C00002000,2020-05-15 3:04PM EDT,2.0,1.13,0.2,4.9,-0.07,-5.83%,198,707,562.50%,call,OPK
361,OPK201218C00003000,2020-05-15 3:35PM EDT,3.0,0.75,0.7,1.4,-0.05,-6.25%,30,648,150.98%,call,OPK
362,OPK201218C00004000,2020-05-15 3:14PM EDT,4.0,0.45,0.35,0.5,-0.15,-25.00%,7,453,98.44%,call,OPK
363,OPK201218C00005000,2020-05-15 3:59PM EDT,5.0,0.3,0.15,0.4,-0.1,-25.00%,5,57,96.88%,call,OPK
364,OPK201218P00001000,2020-05-14 2:09PM EDT,1.0,0.15,0.0,4.5,0.0,-,2,1,0.00%,put,OPK
365,OPK201218P00002000,2020-05-15 9:32AM EDT,2.0,0.55,0.1,0.7,0.0,-,25,1081,96.48%,put,OPK
366,OPK201218P00003000,2020-05-11 3:01PM EDT,3.0,1.22,0.15,4.3,0.0,-,1,21,282.81%,put,OPK
367,OPK201218P00004000,2020-04-27 3:48PM EDT,4.0,2.14,0.4,2.0,0.0,-,-,20,122.66%,put,OPK
368,OPK210115C00001000,2020-05-15 12:45PM EDT,1.0,1.85,1.4,1.85,0.15,+8.82%,27,1688,56.25%,call,OPK
369,OPK210115C00002000,2020-05-15 3:48PM EDT,2.0,1.2,1.05,1.3,0.1,+9.09%,12,8009,114.65%,call,OPK
370,OPK210115C00003000,2020-05-15 3:53PM EDT,3.0,0.85,0.65,0.85,0.0,-,454,8335,104.49%,call,OPK
371,OPK210115C00004000,2020-05-15 10:54AM EDT,4.0,0.6,0.45,0.6,0.03,+5.26%,51,4950,104.30%,call,OPK
372,OPK210115C00005000,2020-05-15 3:59PM EDT,5.0,0.4,0.3,0.45,-0.02,-4.76%,178,13229,103.91%,call,OPK
373,OPK210115C00007000,2020-05-14 12:34PM EDT,7.0,0.25,0.2,0.3,0.0,-,132,1514,109.77%,call,OPK
374,OPK210115P00001000,2020-05-14 1:43PM EDT,1.0,0.2,0.15,0.25,0.0,-,5144,2791,143.75%,put,OPK
375,OPK210115P00002000,2020-05-15 10:36AM EDT,2.0,0.64,0.25,1.45,0.01,+1.59%,1,919,162.50%,put,OPK
376,OPK210115P00003000,2020-05-15 10:36AM EDT,3.0,1.35,0.5,1.3,0.15,+12.50%,1,681,76.95%,put,OPK
377,OPK210115P00004000,2020-04-23 11:36AM EDT,4.0,2.3,1.55,2.15,0.0,-,10,313,97.85%,put,OPK
378,OPK210115P00005000,2020-05-15 11:32AM EDT,5.0,2.85,2.7,2.9,0.05,+1.79%,1,17075,109.38%,put,OPK
379,OPK210115P00007000,2020-03-12 12:02PM EDT,7.0,6.7,5.0,6.4,0.0,-,12,167,241.41%,put,OPK
380,OPK220121C00001000,2020-05-15 3:26PM EDT,1.0,1.9,1.4,2.2,0.05,+2.70%,4,1494,86.72%,call,OPK
381,OPK220121C00002000,2020-05-15 1:05PM EDT,2.0,1.45,1.2,1.85,-0.15,-9.37%,8,3150,108.40%,call,OPK
382,OPK220121C00003000,2020-05-15 12:35PM EDT,3.0,1.0,0.75,1.35,-0.25,-20.00%,102,1925,89.45%,call,OPK
383,OPK220121C00004000,2020-05-14 12:54PM EDT,4.0,1.05,0.8,1.25,0.0,-,1,338,103.32%,call,OPK
384,OPK220121C00005000,2020-05-15 3:15PM EDT,5.0,0.8,0.65,1.0,0.0,-,11,1588,99.02%,call,OPK
385,OPK220121P00001000,2020-05-15 11:34AM EDT,1.0,0.4,0.2,4.7,0.0,-,3,366,0.00%,put,OPK
386,OPK220121P00002000,2020-05-15 2:36PM EDT,2.0,1.01,0.8,3.5,0.11,+12.22%,10,307,0.00%,put,OPK
387,OPK220121P00003000,2020-05-15 11:48AM EDT,3.0,1.6,0.25,1.7,0.0,-,1,106,54.10%,put,OPK
388,OPK220121P00004000,2020-05-14 10:33AM EDT,4.0,3.2,1.25,5.5,0.0,-,10,70,199.80%,put,OPK
389,OPK220121P00005000,2020-05-11 12:46PM EDT,5.0,3.3,1.4,4.5,0.0,-,10,135,80.18%,put,OPK
390,PBI200619C00001000,2020-05-12 3:24PM EDT,1.0,1.29,0.7,1.45,0.0,-,10,6,460.94%,call,PBI
391,PBI200619C00002000,2020-05-15 11:07AM EDT,2.0,0.4,0.2,0.5,0.06,+17.65%,2,60,117.19%,call,PBI
392,PBI200619C00003000,2020-05-15 12:53PM EDT,3.0,0.06,0.05,0.1,0.01,+20.00%,3,213,116.41%,call,PBI
393,PBI200619C00004000,2020-05-07 12:07PM EDT,4.0,0.05,0.0,0.1,0.0,-,20,192,151.56%,call,PBI
394,PBI200619C00005000,2020-05-05 9:53AM EDT,5.0,0.12,0.0,2.1,0.0,-,1,15,620.31%,call,PBI
395,PBI200619C00006000,2020-05-04 1:48PM EDT,6.0,0.05,0.0,0.95,0.0,-,-,3,421.09%,call,PBI
396,PBI200619P00001000,2020-05-04 11:39AM EDT,1.0,0.01,0.0,0.05,0.0,-,-,15,171.88%,put,PBI
397,PBI200619P00002000,2020-05-15 10:09AM EDT,2.0,0.3,0.2,0.5,0.05,+20.00%,1,29,162.50%,put,PBI
398,PBI200619P00003000,2020-05-13 11:56AM EDT,3.0,1.25,0.85,1.45,0.0,-,7,156,199.22%,put,PBI
399,PBI200619P00005000,2020-05-13 9:36AM EDT,5.0,2.85,2.6,3.4,0.0,-,2,2,226.56%,put,PBI
400,PBI200717C00001000,2020-04-06 11:50AM EDT,1.0,1.15,1.05,1.7,0.0,-,1,1,295.31%,call,PBI
401,PBI200717C00002000,2020-05-11 10:46AM EDT,2.0,0.6,0.2,0.65,0.0,-,7,326,109.38%,call,PBI
402,PBI200717C00003000,2020-05-15 3:07PM EDT,3.0,0.1,0.05,0.35,0.0,-,30,252,128.91%,call,PBI
403,PBI200717C00004000,2020-05-11 3:07PM EDT,4.0,0.05,0.0,0.1,0.0,-,29,1351,112.50%,call,PBI
404,PBI200717C00005000,2020-05-06 9:48AM EDT,5.0,0.05,0.0,0.1,0.0,-,5,823,137.50%,call,PBI
405,PBI200717C00006000,2020-03-20 3:05PM EDT,6.0,0.09,0.0,0.2,0.0,-,4,309,184.38%,call,PBI
406,PBI200717C00007000,2020-03-06 3:37PM EDT,7.0,0.05,0.0,0.1,0.0,-,5,25,173.44%,call,PBI
407,PBI200717C00009000,2020-02-18 1:09AM EDT,9.0,0.03,0.0,0.1,0.0,-,-,1,197.66%,call,PBI
408,PBI200717P00001000,2020-04-24 3:54PM EDT,1.0,0.15,0.0,0.15,0.0,-,10,26,171.88%,put,PBI
409,PBI200717P00002000,2020-05-14 9:30AM EDT,2.0,0.4,0.2,0.4,0.0,-,4,223,105.08%,put,PBI
410,PBI200717P00003000,2020-05-14 10:55AM EDT,3.0,1.05,0.95,1.2,0.0,-,1,1005,124.22%,put,PBI
411,PBI200717P00004000,2020-05-05 1:32PM EDT,4.0,1.4,1.8,2.2,0.0,-,8,506,139.84%,put,PBI
412,PBI200717P00005000,2020-05-05 10:14AM EDT,5.0,2.25,2.55,3.5,0.0,-,1,101,178.13%,put,PBI
413,PBI200717P00006000,2020-03-19 9:52AM EDT,6.0,3.6,3.9,4.4,0.0,-,2,121,245.70%,put,PBI
414,PBI200717P00007000,2020-03-27 5:30AM EDT,7.0,2.7,2.9,3.3,0.0,-,-,10,0.00%,put,PBI
415,PBI200717P00009000,2019-12-24 12:00PM EDT,9.0,4.91,4.8,5.3,0.0,-,-,2,0.00%,put,PBI
416,PBI200717P00010000,2020-01-17 3:31PM EDT,10.0,5.78,6.1,6.5,0.0,-,5,0,0.00%,put,PBI
417,PBI201016C00001000,2020-05-12 9:37AM EDT,1.0,1.54,0.85,1.6,0.0,-,5,19,128.13%,call,PBI
